'hood	vicinity	locality	neighborhood	neighbourhood
1530s	decade
1750s	decade
1760s	decade
1770s	decade
1780s	decade
1790s	decade
18-karat gold	alloy	metal
1820s	decade
1830s	decade
1840s	decade
1850s	decade
1860s	decade
1870s	decade
1900s	decade
22-karat gold	alloy	metal
24-karat gold	gold	au
a	letter
a battery	battery
a cappella singing	singing
a la carte	menu	card	carte
a level	grade	level	tier
a-list	list	listing
a-team	team	squad
aa	lava
aalii	tree
aardwolf	hyena
aba	fabric	cloth	material	textile
abaca	banana
abacus	tablet
abandoned person	unfortunate
abandoned ship	ship
abandonment	disposal	disposition	rejection
abarticulation	dislocation
abasement	humiliation
abashment	embarrassment
abatable nuisance	nuisance
abatement	moderation	mitigation
abatement of a nuisance	abatement
abator	person	individual	someone	somebody	mortal	soul
abattoir	building	edifice
abaya	robe
abbacy	jurisdiction
abbe	abbot
abbe condenser	condenser
abbess	superior
abbey	monastery	convent	church
abbot	superior
abbreviation	shortening	form
abdication	resignation	resignation
abdominal aorta	aorta
abdominal breathing	breathing	respiration	ventilation
abdominal cavity	cavity
abdominal wall	wall
abdominousness	fatness	fat	blubber
abduction	motion	movement	move	capture	seizure
abecedarian	sect	novice	beginner	tyro	initiate
abecedarius	poem
abelia	shrub	bush
abelian group	group
aberdeen angus	beef
aberrance	abnormality
aberrant	anomaly
aberration	disturbance
abetment	encouragement
abettor	accessory
abeyance	inaction	inactivity
abhorrence	disgust	hate	hatred
abidance	continuance	continuation
abience	urge	impulse
ability	quality	knowledge
abiogenist	believer	truster
abiotrophy	degeneration
abjurer	person	individual	someone	somebody	mortal	soul
abkhaz	circassian
abkhazian	circassian
ablactation	activity
ablation	operation	surgery	erosion	wearing
ablative	oblique
ablative absolute	constituent
ablaut	vowel
able seaman	mariner	seaman	tar	jack	gob
ableism	discrimination	favoritism
ablution	ritual	wash	washing
abnaki	algonquin	algonquin
abnegation	renunciation	forswearing	selflessness	self-sacrifice	denial
abnegator	donor	giver	presenter
abnormal psychology	psychology
abnormality	misbehavior	misbehaviour	unfamiliarity	strangeness	retardation	backwardness	slowness
abo antibodies	antibody
abocclusion	disorder	upset
abolition	termination	ending	conclusion
abolitionism	doctrine	philosophy
abolitionist	reformer	crusader
abomasum	stomach
abomination	transgression	person	individual	someone	somebody	mortal	soul
abominator	hater
aborigine	australian
abort	termination	ending	conclusion
abortifacient	drug
abortion	termination	ending	conclusion
abortionist	doctor	doc	physician	md	dr.
about-face	change	reversion	reverse	reversal	turnabout	turnaround
above	section	subdivision
abracadabra	gibberish
abrachia	abnormality
abrader	tool
abraham's bosom	heaven
abrasion	erosion	wearing	wound	lesion
abrasive	material	stuff
abrasiveness	disagreeableness
abridger	redactor
abrocome	rodent
abrogation	cancellation
abrogator	authority
abruptio placentae	disorder	upset
